Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,City,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
0,0,1,Offer E,1,15.24,0,1,DSL,14,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.1,45.1,0.0,0,15.24,60.34,0,80,0,1,0,0,0,1,North Hollywood,91606,34.187599,-118.387125,45358,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
1,1,30,,1,4.65,0,1,DSL,29,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,1,71,0,1,1,0,0,1,Chino,91710,33.990646,-117.663025,75319,071,49270.0,108081645.0,2193656.0,9378264.0,3855998.0,112291.0,7345828.0,900.0,4133385.0,289023.0,1884.0,9175.0,106.0,7458119.0,20127119.0,13234262.0,231872.0,53932299.0,25416.0,59676.0,13013249.0,74624680.0,70576020.0,5932.0,32173.0,11165.0,49270.0,24492376.0,2193656.0,289923.0,903758.0,62516.0,108081645.0,1193681.0
0,0,5,Offer E,1,12.27,0,1,Fiber Optic,20,0,0,0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,0,70,0,1,0,0,0,1,Claremont,91711,34.127621,-117.717863,34716,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,1,Offer E,1,30.17,1,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,73,0,1,0,0,0,1,San Diego,92117,32.825086,-117.199424,51213,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,58,,1,49.38,1,1,Fiber Optic,19,1,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,78,0,1,1,0,0,1,San Diego,92117,32.825086,-117.199424,51213,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,16,,1,17.51,1,1,Fiber Optic,7,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,0,76,0,1,0,0,0,1,San Diego,92117,32.825086,-117.199424,51213,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,1,Offer E,1,22.5,0,1,Fiber Optic,27,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,0,73,0,1,0,0,0,1,San Diego,92117,32.825086,-117.199424,51213,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,5,Offer E,1,47.28,1,1,Fiber Optic,11,0,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,0,68,0,1,1,0,0,1,San Diego,92122,32.85723,-117.209774,34902,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,43,,1,31.83,0,1,Fiber Optic,10,1,1,0,1,1,1,0,1,Month-to-Month,1,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,0,67,0,1,0,0,0,1,Escondido,92027,33.141265,-116.967221,48690,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
1,1,32,,1,33.74,1,1,Fiber Optic,6,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,0,69,0,1,1,0,0,1,Fallbrook,92028,33.362575,-117.299644,42239,073,74326.0,243506541.0,3276208.0,21449772.0,9255097.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,74326.0,37875441.0,3276208.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,1,Offer E,1,18.2,0,1,Fiber Optic,13,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,0,72,0,1,0,0,0,1,Wrightwood,92397,34.358321,-117.618263,4253,071,49270.0,108081645.0,2193656.0,9378264.0,3855998.0,112291.0,7345828.0,900.0,4133385.0,289023.0,1884.0,9175.0,106.0,7458119.0,20127119.0,13234262.0,231872.0,53932299.0,25416.0,59676.0,13013249.0,74624680.0,70576020.0,5932.0,32173.0,11165.0,49270.0,24492376.0,2193656.0,289923.0,903758.0,62516.0,108081645.0,1193681.0
1,1,29,,1,25.78,1,1,Fiber Optic,28,0,0,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,1,75,0,1,1,0,0,1,Moreno Valley,92555,33.907361,-117.109972,12743,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
1,1,13,,1,31.7,1,1,Cable,6,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,67,0,1,1,0,0,1,Murrieta,92563,33.581045,-117.14719,18311,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
1,1,7,,1,8.92,1,1,Fiber Optic,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.4,527.9,32.46,0,62.44,557.88,1,72,0,1,1,0,0,1,Nuevo,92567,33.82769,-117.102244,7344,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,2,,1,21.57,1,1,Fiber Optic,28,0,0,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,0,68,0,1,0,0,0,1,Irvine,92606,33.703976,-117.824172,17621,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
0,0,1,,1,43.61,0,1,Fiber Optic,2,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,0,68,0,1,0,0,0,1,Corona Del Mar,92625,33.600987,-117.862734,13422,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
1,1,7,,1,16.05,0,1,Fiber Optic,22,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,70.1,467.55,20.23,0,112.35,559.67,1,75,0,1,1,0,0,1,Midway City,92655,33.744439,-117.98588,8660,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
1,1,57,,1,49.91,1,1,Fiber Optic,21,0,1,1,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,1,74,0,1,1,0,0,1,Newport Beach,92661,33.601309,-117.902304,4242,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
1,4,1,,1,17.35,1,1,Fiber Optic,23,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,0,78,0,1,1,0,0,1,Newport Beach,92663,33.62251,-117.927024,22133,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
1,2,17,,1,1.05,0,1,Fiber Optic,8,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,66,0,1,1,0,0,1,Santa Ana,92706,33.765893,-117.881533,37879,059,83553.0,263290135.0,3151184.0,18368657.0,9318319.0,21854.0,23441223.0,191.0,4060610.0,628408.0,1289.0,8858.0,89.0,23463077.0,27914420.0,27686976.0,281086.0,137331567.0,37303.0,78116.0,59580750.0,188481620.0,171453269.0,18907.0,54409.0,10236.0,83553.0,32256116.0,3151184.0,628599.0,1758050.0,78973.0,263290135.0,2386649.0
0,0,3,,1,18.38,0,1,Fiber Optic,20,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,0,73,0,1,0,0,0,1,Oak View,93022,34.404544,-119.302118,6503,111,76375.0,63589878.0,832605.0,3918148.0,1688508.0,258229.0,4921075.0,1494.0,941815.0,135758.0,1131.0,10188.0,103.0,5179304.0,8482506.0,5606656.0,85531.0,24210928.0,36249.0,68239.0,13732911.0,34996888.0,40347115.0,16494.0,48459.0,11422.0,76375.0,9509852.0,832605.0,137252.0,354796.0,71125.0,63589878.0,492048.0
1,1,66,Offer A,1,28.86,1,1,Fiber Optic,25,0,0,1,0,1,1,0,1,Month-to-Month,1,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,79,0,1,1,0,0,1,Santa Barbara,93101,34.419203,-119.710008,31727,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,1,69,Offer A,1,48.88,1,1,Fiber Optic,4,0,1,1,1,1,1,0,1,Two Year,1,Bank Withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,1,69,0,1,1,0,0,1,Santa Barbara,93110,34.437945,-119.77191,15757,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,2,15,,1,44.13,1,1,Fiber Optic,3,0,0,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,0,65,0,1,1,0,0,1,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,56,,1,34.58,1,1,Fiber Optic,4,0,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,0,68,0,1,0,0,0,1,Terra Bella,93270,35.939068,-119.043666,5868,107,47295.0,22585661.0,477544.0,1896674.0,670740.0,1082616.0,1332461.0,3478.0,1213364.0,42847.0,2541.0,10298.0,197.0,2415077.0,4917802.0,2567414.0,93893.0,9178599.0,31098.0,50089.0,2649255.0,14161090.0,13711347.0,5548.0,28712.0,13036.0,47295.0,6225059.0,477544.0,46325.0,183247.0,61685.0,22585661.0,229572.0
0,0,21,,1,21.15,1,1,Fiber Optic,9,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,0,79,0,1,0,0,0,1,Temecula,92592,33.507255,-117.029473,46171,065,51415.0,127195983.0,2473902.0,8547416.0,3433428.0,184698.0,7743633.0,2063.0,3827603.0,338408.0,1547.0,8975.0,108.0,7928331.0,22202206.0,11980844.0,267804.0,49411833.0,22883.0,57489.0,18059499.0,69321008.0,82838871.0,7300.0,33485.0,10630.0,51415.0,26297613.0,2473902.0,340471.0,859500.0,57769.0,127195983.0,1199971.0
0,0,1,,1,47.97,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,0,80,0,1,0,0,0,1,Bradley,93426,35.842889,-121.004862,1363,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
1,3,32,,1,7.92,1,1,Fiber Optic,3,0,1,1,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,1,77,0,1,1,0,0,1,Nipomo,93444,35.050345,-120.489599,15405,079,67951.0,19162980.0,282013.0,1440468.0,500514.0,73067.0,2067978.0,1836.0,268170.0,50922.0,951.0,10802.0,82.0,2141045.0,3046254.0,1940982.0,23203.0,7477532.0,40611.0,58909.0,4727440.0,11559559.0,11097913.0,16763.0,39352.0,11835.0,67951.0,3337627.0,282013.0,52758.0,126934.0,64330.0,19162980.0,179692.0
0,0,2,,0,0.0,0,1,DSL,6,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,24.45,47.5,0.0,0,0.0,47.5,1,66,0,1,0,0,0,1,Palmdale,93591,34.598221,-117.79593,6787,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,7,,1,39.51,1,1,Fiber Optic,13,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,1,75,0,1,0,0,0,1,Clovis,93612,36.814539,-119.711868,33856,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,31,,1,39.36,1,1,Fiber Optic,4,0,1,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,0,74,0,1,0,0,0,1,Cutler,93615,36.497895,-119.285484,5519,107,47295.0,22585661.0,477544.0,1896674.0,670740.0,1082616.0,1332461.0,3478.0,1213364.0,42847.0,2541.0,10298.0,197.0,2415077.0,4917802.0,2567414.0,93893.0,9178599.0,31098.0,50089.0,2649255.0,14161090.0,13711347.0,5548.0,28712.0,13036.0,47295.0,6225059.0,477544.0,46325.0,183247.0,61685.0,22585661.0,229572.0
0,0,14,,1,29.96,1,1,Fiber Optic,7,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,0,80,0,1,0,0,0,1,Dunlap,93621,36.789213,-119.140338,506,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,15,,1,23.53,1,1,Fiber Optic,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,74,0,1,0,0,0,1,Fowler,93625,36.625792,-119.672483,5635,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,59,,1,10.78,1,1,Fiber Optic,15,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,1,70,0,1,1,0,0,1,South Dos Palos,93665,36.959731,-120.653519,343,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
1,3,46,,1,49.11,1,1,Fiber Optic,17,1,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,76,0,1,1,0,0,1,Tranquillity,93668,36.635661,-120.288644,1130,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,16,,1,32.11,1,1,Fiber Optic,14,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,0,66,0,1,0,0,0,1,Lockwood,93932,35.989792,-121.055933,538,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
0,0,1,,1,41.2,0,1,Fiber Optic,15,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,1,75,0,1,0,0,0,1,Marina,93933,36.689582,-121.758398,21759,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
1,1,36,,1,24.54,1,1,Fiber Optic,5,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,1,65,0,1,1,0,0,1,San Lucas,93954,36.125529,-120.864443,521,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
0,0,45,,1,10.67,0,1,DSL,17,1,0,1,0,0,1,0,1,One Year,0,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,79,0,1,0,0,0,1,Daly City,94015,37.680844,-122.48131,63337,081,175070.0,127657596.0,729181.0,6006524.0,3527245.0,14400.0,11165032.0,208.0,610736.0,146053.0,838.0,8764.0,85.0,11179432.0,6390865.0,9533769.0,61990.0,75576268.0,76445.0,166631.0,32890651.0,96289469.0,87703354.0,45106.0,120277.0,9687.0,175070.0,7063591.0,729181.0,146261.0,453555.0,160532.0,127657596.0,599816.0
0,0,25,Offer C,1,46.34,1,1,Fiber Optic,22,0,1,1,0,1,1,0,1,Month-to-Month,0,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,1,73,0,1,0,0,0,1,San Francisco,94109,37.794487,-122.42227,56330,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
0,0,39,Offer C,1,41.93,1,1,Fiber Optic,23,0,0,0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,79,0,1,0,0,0,1,San Francisco,94123,37.800254,-122.436975,22920,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
1,1,31,Offer C,1,47.95,0,1,Fiber Optic,21,0,0,1,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,0,70,0,1,1,0,0,1,San Francisco,94130,37.820894,-122.369725,1458,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
