Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_Unknown,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Category_nan,Churn Reason_Attitude of service provider,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Churn Reason_nan,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
1,2,34,1,12.33,0,1,23,0,0,1,1,1,0,0,1,0,64.2,2106.3,0.0,0,419.22,2525.5200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,74,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93441,34.70434,-120.02609,1317,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
1,7,72,1,11.26,1,1,3,0,0,1,0,1,1,1,1,1,73.45,5329.0,0.0,0,810.72,6139.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,79,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93458,34.95934,-120.490081,43684,083,75720.0,33607554.0,443837.0,2511097.0,1060758.0,203551.0,3622018.0,1028.0,615564.0,70322.0,1387.0,9280.0,100.0,3825569.0,4118834.0,3571855.0,44474.0,15051354.0,51506.0,64136.0,9828861.0,22448778.0,18999821.0,22145.0,42808.0,10767.0,75720.0,4778872.0,443837.0,71350.0,234678.0,73355.0,33607554.0,306028.0
0,0,29,1,10.55,1,1,2,0,0,0,1,0,0,0,1,1,79.3,2414.55,0.0,0,305.95000000000005,2720.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,69,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93510,34.501452,-118.207862,7831,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,72,1,26.01,1,0,0,0,0,0,0,0,0,0,0,0,25.4,1809.35,0.0,0,1872.72,3682.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,80,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93514,37.04584,-118.397236,13309,027,61501.0,1151182.0,18718.0,112036.0,25401.0,9591.0,178726.0,70.0,27700.0,2274.0,1480.0,14317.0,92.0,188317.0,267979.0,137437.0,1721.0,429089.0,78595.0,55878.0,195431.0,754843.0,658351.0,10441.0,35172.0,15888.0,61501.0,297400.0,18718.0,2344.0,7679.0,75311.0,1151182.0,10023.0
1,8,11,1,17.66,1,1,13,0,0,1,0,0,0,0,1,1,78.1,864.85,0.0,0,194.26,1059.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,77,0,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93523,34.966777,-117.961179,7685,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
0,0,49,1,43.19,1,1,10,1,1,1,1,0,1,1,1,0,81.35,4060.9,0.0,0,2116.31,6177.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,67,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93530,36.560498,-117.962461,71,027,61501.0,1151182.0,18718.0,112036.0,25401.0,9591.0,178726.0,70.0,27700.0,2274.0,1480.0,14317.0,92.0,188317.0,267979.0,137437.0,1721.0,429089.0,78595.0,55878.0,195431.0,754843.0,658351.0,10441.0,35172.0,15888.0,61501.0,297400.0,18718.0,2344.0,7679.0,75311.0,1151182.0,10023.0
1,10,69,0,0.0,0,1,12,1,1,0,0,1,1,1,0,0,56.55,3952.65,0.0,40,0.0,3992.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,79,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93535,34.712708,-117.889656,57794,037,74142.0,720740528.0,9721138.0,55463947.0,25387419.0,32484.0,59911167.0,853.0,23303277.0,1961279.0,2397.0,11815.0,141.0,59943651.0,114855530.0,80851366.0,1367553.0,388176660.0,30547.0,80151.0,142889931.0,528971677.0,438324237.0,14699.0,45090.0,14353.0,74142.0,139526360.0,9721138.0,1962132.0,4843059.0,77731.0,720740528.0,6805191.0
0,0,19,1,29.8,0,1,16,1,0,0,0,0,1,1,1,1,87.3,1637.3,0.0,0,566.2,2203.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,66,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93561,35.073777,-118.652112,25805,029,44862.0,41098858.0,916108.0,4177897.0,1488430.0,653901.0,2903686.0,1365.0,1774711.0,92708.0,1937.0,8473.0,165.0,3557587.0,7762617.0,5666327.0,151239.0,20615463.0,31321.0,57109.0,5266223.0,29839377.0,26144068.0,5748.0,28538.0,10576.0,44862.0,9688567.0,916108.0,94073.0,360987.0,65572.0,41098858.0,455060.0
1,9,67,1,48.68,1,1,17,0,1,0,1,1,1,1,1,0,102.9,6989.7,0.0,0,3261.56,10251.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,72,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93604,37.458367,-119.345011,613,039,46406.0,7436909.0,160256.0,639443.0,216245.0,384861.0,607886.0,1083.0,297957.0,14885.0,1859.0,9128.0,135.0,992747.0,1462748.0,855688.0,21560.0,3037160.0,40839.0,53614.0,927441.0,4885595.0,4727203.0,5787.0,29498.0,11121.0,46406.0,1782265.0,160256.0,15968.0,56649.0,67279.0,7436909.0,72617.0
1,4,72,1,5.6,1,1,19,1,1,1,1,1,1,1,1,1,114.5,8331.95,0.0,0,403.2,8735.150000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,75,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93608,36.488056,-120.407691,1766,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,38,1,4.09,0,0,0,0,0,0,0,0,0,0,0,0,20.2,735.9,0.0,0,155.42,891.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,65,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93609,36.5276,-119.865999,5446,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,8,40,1,28.56,0,1,18,0,0,0,0,0,1,1,0,0,55.8,2283.3,0.0,50,1142.4,3475.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,110,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93610,37.100948,-120.270136,19391,039,46406.0,7436909.0,160256.0,639443.0,216245.0,384861.0,607886.0,1083.0,297957.0,14885.0,1859.0,9128.0,135.0,992747.0,1462748.0,855688.0,21560.0,3037160.0,40839.0,53614.0,927441.0,4885595.0,4727203.0,5787.0,29498.0,11121.0,46406.0,1782265.0,160256.0,15968.0,56649.0,67279.0,7436909.0,72617.0
0,0,59,1,24.27,1,1,9,0,0,1,0,1,1,1,1,1,99.5,5890.0,0.0,0,1431.93,7321.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,70,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93616,36.657462,-119.595293,1965,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,9,15,1,22.83,1,1,26,1,0,1,0,1,0,0,1,1,96.5,1392.25,0.0,0,342.45,1734.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,79,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93624,36.397745,-120.119911,1852,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,8,28,1,25.57,1,0,0,0,0,0,0,0,0,0,0,0,25.7,734.6,0.0,0,715.96,1450.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,79,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93626,37.027663,-119.69056,1125,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,1,16,1,15.44,0,1,20,0,0,1,1,0,1,1,1,1,91.55,1540.05,0.0,0,247.04,1787.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,66,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93630,36.727418,-120.123526,14062,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,6,30,1,33.48,1,1,22,1,1,1,1,1,0,0,1,1,105.7,3181.8,0.0,0,1004.4,4186.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,75,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93634,37.290606,-119.216328,52,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,57,1,2.21,1,1,11,1,0,0,1,0,1,1,1,0,93.75,5625.55,0.0,0,125.97,5751.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,118,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93637,36.902954,-120.194274,28434,039,46406.0,7436909.0,160256.0,639443.0,216245.0,384861.0,607886.0,1083.0,297957.0,14885.0,1859.0,9128.0,135.0,992747.0,1462748.0,855688.0,21560.0,3037160.0,40839.0,53614.0,927441.0,4885595.0,4727203.0,5787.0,29498.0,11121.0,46406.0,1782265.0,160256.0,15968.0,56649.0,67279.0,7436909.0,72617.0
1,1,72,1,18.74,1,1,14,0,1,1,1,1,1,1,0,1,109.75,7932.5,0.0,140,1349.28,9421.78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,66,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93704,36.799648,-119.801247,26580,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,1,34,1,2.07,1,1,16,0,0,0,0,0,0,0,1,1,75.55,2425.4,0.0,0,70.38,2495.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,66,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93722,36.78979,-119.929894,60889,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
1,1,19,1,30.44,0,1,26,1,0,1,0,1,0,0,1,0,66.4,1286.05,0.0,0,578.36,1864.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,71,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93728,36.757345,-119.818274,16346,019,50549.0,51316407.0,1015190.0,4693574.0,1734142.0,747413.0,3964750.0,4022.0,2530263.0,112685.0,2492.0,10823.0,158.0,4712163.0,10987089.0,6427716.0,160850.0,24176646.0,35184.0,55572.0,6845221.0,35316525.0,30792984.0,6743.0,30332.0,13474.0,50549.0,13678202.0,1015190.0,116707.0,435053.0,64007.0,51316407.0,551760.0
0,0,35,1,16.91,0,1,30,0,0,0,0,0,0,0,1,0,70.55,2419.0,0.0,0,591.85,3010.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,65,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93940,36.362741,-121.869685,32857,053,65123.0,28189179.0,432858.0,2398500.0,949839.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,65123.0,4803694.0,432858.0,53038.0,214092.0,73606.0,28189179.0,267130.0
1,6,19,0,0.0,0,1,14,0,1,1,0,0,0,0,1,1,34.3,577.15,0.0,0,0.0,577.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,65,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94015,37.680844,-122.48131,63337,081,175070.0,127657596.0,729181.0,6006524.0,3527245.0,14400.0,11165032.0,208.0,610736.0,146053.0,838.0,8764.0,85.0,11179432.0,6390865.0,9533769.0,61990.0,75576268.0,76445.0,166631.0,32890651.0,96289469.0,87703354.0,45106.0,120277.0,9687.0,175070.0,7063591.0,729181.0,146261.0,453555.0,160532.0,127657596.0,599816.0
1,2,35,1,4.16,1,1,28,0,0,1,0,0,0,0,1,1,81.6,2815.25,0.0,0,145.6,2960.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,76,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94037,37.540582,-122.509594,2346,081,175070.0,127657596.0,729181.0,6006524.0,3527245.0,14400.0,11165032.0,208.0,610736.0,146053.0,838.0,8764.0,85.0,11179432.0,6390865.0,9533769.0,61990.0,75576268.0,76445.0,166631.0,32890651.0,96289469.0,87703354.0,45106.0,120277.0,9687.0,175070.0,7063591.0,729181.0,146261.0,453555.0,160532.0,127657596.0,599816.0
0,0,35,1,32.92,1,1,22,1,1,1,1,1,1,1,0,1,110.8,3836.3,0.0,110,1152.2,5098.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,74,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94062,37.410567,-122.297152,25569,081,175070.0,127657596.0,729181.0,6006524.0,3527245.0,14400.0,11165032.0,208.0,610736.0,146053.0,838.0,8764.0,85.0,11179432.0,6390865.0,9533769.0,61990.0,75576268.0,76445.0,166631.0,32890651.0,96289469.0,87703354.0,45106.0,120277.0,9687.0,175070.0,7063591.0,729181.0,146261.0,453555.0,160532.0,127657596.0,599816.0
1,4,44,1,1.89,0,0,0,0,0,0,0,0,0,0,0,1,19.35,847.25,0.0,0,83.16,930.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,74,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94109,37.794487,-122.42227,56330,075,155819.0,125970097.0,808437.0,12319895.0,6290805.0,0.0,11070491.0,0.0,1536391.0,180695.0,1900.0,11476.0,102.0,11070491.0,9277659.0,18610700.0,82589.0,129041340.0,61266.0,161387.0,31362586.0,158722531.0,83710872.0,38794.0,103547.0,13479.0,155819.0,10896639.0,808437.0,180695.0,799577.0,161917.0,125970097.0,980272.0
1,4,59,0,0.0,0,1,23,0,1,0,0,1,1,1,1,1,50.25,2997.45,0.0,0,0.0,2997.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94304,37.386978,-122.177746,1723,085,144399.0,270162197.0,1870945.0,16599070.0,9588082.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,144399.0,18688041.0,1870945.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,3,71,1,37.25,1,0,0,0,0,0,0,0,0,0,0,0,25.45,1789.65,0.0,0,2644.75,4434.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,80,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94501,37.774633,-122.274434,58555,001,97754.0,159241119.0,1628997.0,10955073.0,5225511.0,31062.0,12633213.0,316.0,2421858.0,255691.0,1487.0,10485.0,94.0,12664275.0,17080079.0,16180584.0,153266.0,80611913.0,49408.0,95404.0,26388582.0,109456772.0,113197334.0,16199.0,69489.0,12066.0,97754.0,19655203.0,1628997.0,256007.0,844952.0,99419.0,159241119.0,1100959.0
0,0,67,1,39.89,1,1,19,0,0,0,0,0,0,0,1,1,75.7,5060.85,0.0,0,2672.63,7733.48,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,75,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94507,37.855717,-121.994813,15187,013,95047.0,109965993.0,1156966.0,4820484.0,2228673.0,23020.0,7567337.0,434.0,1349628.0,198452.0,1167.0,10407.0,94.0,7590357.0,12040282.0,7049157.0,108834.0,33441252.0,38132.0,84216.0,21730042.0,48080766.0,74737207.0,18782.0,64598.0,11667.0,95047.0,13498744.0,1156966.0,198886.0,397089.0,80676.0,109965993.0,595975.0
